,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,datetime_UTC,Altitude (feet)
10,1021,,1496-1-301-896-1095-2,1,1,,2021-10-18 17:31:56+00:00,,,,Methane,,191,289,93,,4.88,,,1,1,2021-10-18 17:31:59+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,22892.38,4,218645,22892.38,FALSE,,23010.89967,23097.10567,23109.45922,23133.9077,23290.63245,23525.57249,AZ,8.458333333,8.499,8.508444444,8.061566667,8.186266667,8.186266667,198.7666667,205.95,207.7222222,205.1433333,208.9516667,210.6677778,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,7814.71,TRUE,15.36666667,TRUE,TP,1,415.4092317,390.0967698,441.0231337,416.7658573,391.2169819,442.2257486,416.8535822,391.0770825,442.49257,417.3565984,391.5101446,442.9548238,420.1528883,394.502628,445.8823195,424.4730383,398.8069947,450.0432814,-225.7658573,-54.17090996,2021-10-18 17:31:58+00:00,10300
11,1232,,1496-1-301-896-1095-2,1,1,,2021-10-18 17:31:56+00:00,,,,Methane,,326,420,232,,8.28,,,1,1,2021-10-18 17:31:59+00:00,0,Sonic,GHGSat,2,,,,,,,22892.38,4,218645,22892.38,FALSE,,23010.89967,23097.10567,23109.45922,23133.9077,23290.63245,23525.57249,AZ,8.458333333,8.499,8.508444444,8.061566667,8.186266667,8.186266667,198.7666667,205.95,207.7222222,205.1433333,208.9516667,210.6677778,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,7814.71,TRUE,15.36666667,TRUE,TP,1,415.1435082,389.8243585,440.67249,416.6180567,391.5195206,441.6521128,417.2114994,392.0326256,442.8441432,417.4020726,392.1321077,442.8462432,420.2545298,394.8307992,445.924584,424.2240947,398.8449069,449.9355559,-90.61805666,-21.75087114,2021-10-18 17:31:58+00:00,10300
12,1022,,1496-1-102-578-777-3,1,1,,2021-10-18 17:34:38+00:00,,,,Methane,,171,256,86,,4.88,,,1,1,2021-10-18 17:34:45+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,22684.51,4,218645,22684.51,FALSE,,22724.648,22730.0115,22744.06444,22944.85267,23082.62925,23268.67709,AZ,7.848333333,8.7345,8.885111111,8.551966667,8.1706,8.1706,217.2666667,217.6,217.4888889,211.3133333,209.0833333,210.8688889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,9262.655,TRUE,18.13333333,TRUE,TP,1,410.0823105,385.0132836,435.3620474,410.2082783,385.2825789,435.3309784,410.5099288,385.1433344,436.1274052,413.8356305,388.5715919,439.0468096,416.2363267,390.9781546,441.733198,419.6508764,394.6640071,445.3226558,-239.2082783,-58.31385932,2021-10-18 17:34:44+00:00,10375
13,1233,,1496-1-102-578-777-3,1,1,,2021-10-18 17:34:38+00:00,,,,Methane,,277,365,189,,7.88,,,1,1,2021-10-18 17:34:45+00:00,0,Sonic,GHGSat,2,,,,,,,22684.51,4,218645,22684.51,FALSE,,22724.648,22730.0115,22744.06444,22944.85267,23082.62925,23268.67709,AZ,7.848333333,8.7345,8.885111111,8.551966667,8.1706,8.1706,217.2666667,217.6,217.4888889,211.3133333,209.0833333,210.8688889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,9262.655,TRUE,18.13333333,TRUE,TP,1,410.1291375,384.8351707,435.1663741,410.3125186,384.9928812,435.3359324,410.4317166,385.465086,435.1472284,413.7571119,388.4256927,438.6509492,416.7498854,391.3343083,442.6387027,419.6735025,393.6031686,445.2991868,-133.3125186,-32.49048287,2021-10-18 17:34:44+00:00,10375
14,1444,,1496-1-102-578-777-3,1,1,,2021-10-18 17:34:38+00:00,,,,Methane,,277,365,189,,7.88,,,1,1,2021-10-18 17:34:45+00:00,0,Sonic,GHGSat,3,,,,,,,22684.51,4,218645,22684.51,FALSE,,22724.648,22730.0115,22744.06444,22944.85267,23082.62925,23268.67709,AZ,7.848333333,8.7345,8.885111111,8.551966667,8.1706,8.1706,217.2666667,217.6,217.4888889,211.3133333,209.0833333,210.8688889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,9262.655,TRUE,18.13333333,TRUE,TP,1,410.0803176,384.3990958,435.0487591,410.0826208,384.5293086,435.2322733,410.3095139,385.3253986,435.2614107,414.0984449,388.4246325,439.7631282,416.5425589,391.0826139,441.8940805,420.0967691,394.9645621,445.6588566,-133.0826208,-32.45263614,2021-10-18 17:34:44+00:00,10375
15,1445,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0,Sonic,GHGSat,3,,,,,,,22742.16,4,218645,22742.16,FALSE,,22704.604,22728.82367,22719.56367,22709.7221,22870.67112,23042.56936,AZ,10.102,9.945833333,9.207,8.699666667,8.455716667,8.455716667,216.5666667,215.0666667,218.1666667,218.5333333,213.3133333,211.9988889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,10932.77,TRUE,21.38333333,TRUE,ER_FAQ,-1,409.6939289,384.749591,434.5912444,410.4322776,384.8994533,435.8309143,409.7736444,385.0235399,434.8178834,409.5967413,384.3049137,434.7004709,412.7511127,387.2896368,437.391142,415.6554845,390.2688154,441.0629578,,,2021-10-18 17:38:05+00:00,10250
16,1023,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,22742.16,4,218645,22742.16,FALSE,,22704.604,22728.82367,22719.56367,22709.7221,22870.67112,23042.56936,AZ,10.102,9.945833333,9.207,8.699666667,8.455716667,8.455716667,216.5666667,215.0666667,218.1666667,218.5333333,213.3133333,211.9988889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,10932.77,TRUE,21.38333333,TRUE,ER_FAQ,-1,409.7682674,384.8178742,435.2972579,410.2203064,385.3651567,435.3167139,409.9426087,384.9544725,434.9895355,409.8175344,384.3547526,435.0928307,412.6555986,387.9095077,437.8181087,415.7195819,390.0948961,441.2967804,,,2021-10-18 17:38:05+00:00,10250
17,1234,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0,Sonic,GHGSat,2,,,,,,,22742.16,4,218645,22742.16,FALSE,,22704.604,22728.82367,22719.56367,22709.7221,22870.67112,23042.56936,AZ,10.102,9.945833333,9.207,8.699666667,8.455716667,8.455716667,216.5666667,215.0666667,218.1666667,218.5333333,213.3133333,211.9988889,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,10932.77,TRUE,21.38333333,TRUE,ER_FAQ,-1,409.506018,384.5870848,434.6261114,410.1880644,384.8674795,435.477449,409.7377136,385.3514313,434.9605889,409.8503206,385.2247357,435.1162351,412.8658572,387.8662121,437.7238548,415.886335,391.0709496,441.4719898,,,2021-10-18 17:38:05+00:00,10250
18,1446,,1496-1-103-471-670-5,1,1,,2021-10-18 17:40:09+00:00,,,,Methane,,367,502,232,,9.57,,,1,1,2021-10-18 17:40:19+00:00,0,Sonic,GHGSat,3,,,,,,,22288.48,4,218645,22288.48,FALSE,,22242.31033,22182.92017,22252.78044,22543.1836,22713.18972,22876.53607,AZ,8.612666667,8.554166667,8.615333333,8.7174,8.701433333,8.701433333,212.1,214.2,217.1111111,218.0733333,215.78,212.8744444,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,12185.02,TRUE,23.7,TRUE,TP,1,401.3375179,376.1945811,426.4584994,400.5634835,376.0036782,425.1670635,401.5204865,376.984983,426.4765879,406.7488252,382.2793563,431.304922,409.74088,384.6976629,434.7554079,412.8177319,387.5598047,437.7025016,-33.56348354,-8.379067218,2021-10-18 17:40:18+00:00,10425
19,1235,,1496-1-103-471-670-5,1,1,,2021-10-18 17:40:09+00:00,,,,Methane,,367,502,232,,9.57,,,1,1,2021-10-18 17:40:19+00:00,0,Sonic,GHGSat,2,,,,,,,22288.48,4,218645,22288.48,FALSE,,22242.31033,22182.92017,22252.78044,22543.1836,22713.18972,22876.53607,AZ,8.612666667,8.554166667,8.615333333,8.7174,8.701433333,8.701433333,212.1,214.2,217.1111111,218.0733333,215.78,212.8744444,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,12185.02,TRUE,23.7,TRUE,TP,1,401.3296649,376.5772098,425.7192049,400.1650985,375.3491715,424.9058582,401.3827659,376.5442533,426.1365121,406.8268429,382.2225472,431.8106382,409.7927262,384.8612958,435.0018182,412.7861634,387.5199064,438.0189973,-33.16509845,-8.287853834,2021-10-18 17:40:18+00:00,10425
20,1024,,1496-1-103-471-670-5,1,1,,2021-10-18 17:40:09+00:00,,,,Methane,,186,282,90,,4.87,,,1,1,2021-10-18 17:40:19+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,22288.48,4,218645,22288.48,FALSE,,22242.31033,22182.92017,22252.78044,22543.1836,22713.18972,22876.53607,AZ,8.612666667,8.554166667,8.615333333,8.7174,8.701433333,8.701433333,212.1,214.2,217.1111111,218.0733333,215.78,212.8744444,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001,12185.02,TRUE,23.7,TRUE,TP,1,401.3699268,376.5675872,426.1167037,400.3085289,375.0749695,425.4017176,401.6176683,377.0308493,426.6538607,406.782733,381.5772953,431.9829349,409.8939725,384.5711539,434.9607053,412.8878866,387.3508246,437.9112467,-214.3085289,-53.53583884,2021-10-18 17:40:18+00:00,10425
21,1025,,1496-1-303-1170-1369-6,1,1,,2021-10-18 17:43:45+00:00,,,,Methane,,186,282,90,,4.87,,,1,1,2021-10-18 17:43:53+00:00,1,NASA-GEOS,GHGSat,1,,,,,,,83156.62,4,218645,83156.62,FALSE,,83492.84233,83444.489,83765.07222,60154.6776,41412.33568,35271.72618,AZ,8.955333333,8.508,8.548666667,8.1252,8.447066667,8.447066667,215.1666667,212.25,211.4555556,216.1633333,217.3133333,215.0633333,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,951.965,TRUE,1.933333333,TRUE,TP,1,1506.733713,1424.34728,1592.379234,1505.030888,1423.826214,1588.316802,1511.729444,1427.787563,1595.235412,1085.808342,1026.43808,1147.68444,747.1359582,704.7738458,789.4908825,636.2784946,599.1280439,672.5136581,-1319.030888,-87.64144965,2021-10-18 17:43:48+00:00,10275
22,1236,,1496-1-303-1170-1369-6,1,1,,2021-10-18 17:43:45+00:00,,,,Methane,,366,502,230,,9.57,,,1,1,2021-10-18 17:43:53+00:00,1,Sonic,GHGSat,2,,,,,,,83156.62,4,218645,83156.62,FALSE,,83492.84233,83444.489,83765.07222,60154.6776,41412.33568,35271.72618,AZ,8.955333333,8.508,8.548666667,8.1252,8.447066667,8.447066667,215.1666667,212.25,211.4555556,216.1633333,217.3133333,215.0633333,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,951.965,TRUE,1.933333333,TRUE,TP,1,1506.870289,1424.190905,1593.035057,1505.834305,1424.495703,1589.380316,1511.570028,1428.307003,1597.685205,1085.313315,1025.994089,1146.916293,747.2950466,705.0505287,790.0190587,636.226377,600.2928675,672.8706769,-1139.834305,-75.69453699,2021-10-18 17:43:48+00:00,10275
23,1447,,1496-1-303-1170-1369-6,1,1,,2021-10-18 17:43:45+00:00,,,,Methane,,366,502,230,,9.57,,,1,1,2021-10-18 17:43:53+00:00,1,Sonic,GHGSat,3,,,,,,,83156.62,4,218645,83156.62,FALSE,,83492.84233,83444.489,83765.07222,60154.6776,41412.33568,35271.72618,AZ,8.955333333,8.508,8.548666667,8.1252,8.447066667,8.447066667,215.1666667,212.25,211.4555556,216.1633333,217.3133333,215.0633333,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,951.965,TRUE,1.933333333,TRUE,TP,1,1505.904538,1424.021889,1590.561141,1505.930809,1424.031324,1591.127484,1511.956031,1429.094441,1595.418586,1085.410609,1026.831476,1146.365837,747.035135,704.4718923,788.9116482,636.2808642,599.4433776,673.4900512,-1139.930809,-75.69609454,2021-10-18 17:43:48+00:00,10275
24,1026,,1496-1-104-876-1075-7,1,1,,2021-10-18 17:46:45+00:00,,,,Methane,,625,946,304,,4.86,,,1,1,2021-10-18 17:46:46+00:00,1,NASA-GEOS,GHGSat,1,,,,,,,81567.73,4,218645,81567.73,FALSE,,81835.15967,82034.6515,82283.80589,83282.31673,58711.26228,46721.70428,AZ,7.067,6.764833333,6.793,8.007966667,8.373033333,8.373033333,203.2,204.05,205.7555556,211.8433333,214.9183333,215.5688889,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,2319.42,TRUE,4.816666667,TRUE,TP,1,1475.950706,1393.813455,1558.188521,1480.495778,1399.117921,1564.451922,1484.699787,1402.220753,1568.572403,1502.985576,1420.601437,1585.083452,1059.029725,1002.061653,1118.315932,843.1801397,795.4094734,891.2470429,-855.4957776,-57.78441185,2021-10-18 17:46:42+00:00,10400
25,1237,,1496-1-104-876-1075-7,1,1,,2021-10-18 17:46:45+00:00,,,,Methane,,1035,1373,697,,8.06,,,1,1,2021-10-18 17:46:46+00:00,1,Sonic,GHGSat,2,,,,,,,81567.73,4,218645,81567.73,FALSE,,81835.15967,82034.6515,82283.80589,83282.31673,58711.26228,46721.70428,AZ,7.067,6.764833333,6.793,8.007966667,8.373033333,8.373033333,203.2,204.05,205.7555556,211.8433333,214.9183333,215.5688889,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,2319.42,TRUE,4.816666667,TRUE,TP,1,1476.428126,1396.00676,1560.812203,1479.579123,1398.59094,1563.76673,1484.868617,1402.645306,1567.286324,1502.512276,1419.897657,1585.192929,1059.284135,1000.76872,1120.515651,842.95301,795.4752858,890.2642444,-444.5791232,-30.04767479,2021-10-18 17:46:42+00:00,10400
26,1448,,1496-1-104-876-1075-7,1,1,,2021-10-18 17:46:45+00:00,,,,Methane,,1160,1652,668,,8.06,,,1,1,2021-10-18 17:46:46+00:00,1,Sonic,GHGSat,3,,,,,,,81567.73,4,218645,81567.73,FALSE,,81835.15967,82034.6515,82283.80589,83282.31673,58711.26228,46721.70428,AZ,7.067,6.764833333,6.793,8.007966667,8.373033333,8.373033333,203.2,204.05,205.7555556,211.8433333,214.9183333,215.5688889,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,2319.42,TRUE,4.816666667,TRUE,TP,1,1476.929536,1396.254638,1558.33817,1479.802415,1398.447158,1563.596942,1485.041946,1403.319417,1568.86981,1502.454173,1421.407241,1585.099252,1059.265635,1001.699091,1118.305411,843.3317316,795.6851782,891.0752842,-319.8024149,-21.61115644,2021-10-18 17:46:42+00:00,10400
27,1238,,1496-1-304-1313-1512-8,1,1,,2021-10-18 17:50:15+00:00,,,,Methane,,1218,1624,813,,10.38,,,1,1,2021-10-18 17:50:21+00:00,1,Sonic,GHGSat,2,,,,,,,81040.29,4,218645,81040.29,FALSE,,80909.67267,80756.9815,80671.14289,81386.20487,79694.76128,60643.4979,AZ,10.683,10.37583333,9.861666667,8.704533333,8.476266667,8.476266667,215.8666667,217.2666667,217.7555556,211.8933333,213.7916667,215.1544444,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002,4355.285,TRUE,8.4,TRUE,TP,1,1459.805361,1379.908704,1542.336441,1456.892137,1376.518977,1538.862879,1455.599696,1377.448126,1537.367065,1468.664478,1389.081374,1551.156092,1437.542848,1358.23595,1515.810097,1093.940396,1035.523037,1155.483314,-238.8921371,-16.39737981,2021-10-18 17:50:19+00:00,10400
