,ls23,ls25,qc_ls23,qc_ls25,qc,pod_average,lower_bound,upper_bound
108,,,KA-4,KA-4,fail_both_qc,nan,,
109,761.6640071,816.2942327,clear,clear,clear,788.9791199,761.6640071,816.2942327
110,723.8125163,756.374434,clear,clear,clear,740.0934751499999,723.8125163,756.374434
111,726.4680347,739.8567257,clear,clear,clear,733.1623801999999,726.4680347,739.8567257
112,,,KA-4,KA-4,fail_both_qc,nan,,
113,,75.47221983,KA-3,clear,clear,75.47221983,75.47221983,75.47221983
114,,,KA-4,KA-4,fail_both_qc,nan,,
115,,371.6049837,KA-3,clear,clear,371.6049837,371.6049837,371.6049837
116,,,KA-3,KA-3,fail_both_qc,nan,,
117,,,KA-4,KA-4,fail_both_qc,nan,,
118,5.502787915,5.751033986,clear,clear,clear,5.6269109505,5.502787915,5.751033986
119,4.825055019,4.419897727,clear,clear,clear,4.622476373,4.419897727,4.825055019
120,6.834928451,11.52016166,clear,clear,clear,9.1775450555,6.834928451,11.52016166
121,155.558805,159.8502759,clear,clear,clear,157.70454045000002,155.558805,159.8502759
122,101.8955065,108.6470632,clear,clear,clear,105.27128485,101.8955065,108.6470632
123,,,KA-4,KA-4,fail_both_qc,nan,,
124,,120.6097867,KA-3,clear,clear,120.6097867,120.6097867,120.6097867
125,,,KA-4,KA-4,fail_both_qc,nan,,
126,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
127,3.132253055,1.930145126,clear,clear,clear,2.5311990905,1.930145126,3.132253055
128,56.15949409,57.75604829,clear,clear,clear,56.95777119,56.15949409,57.75604829
129,,,KA-4,KA-4,fail_both_qc,nan,,
130,,,KA-4,KA-4,fail_both_qc,nan,,
131,,,KA-1,KA-1,fail_both_qc,nan,,
132,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
133,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
134,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
135,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
136,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
137,5.605082843,3.603267542,clear,clear,clear,4.6041751925,3.603267542,5.605082843
138,7.129302764,7.16141674,clear,clear,clear,7.145359752,7.129302764,7.16141674
139,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
140,3.762556836,4.741852451,clear,clear,clear,4.2522046435,3.762556836,4.741852451
141,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
142,3.650261021,4.754945278,clear,clear,clear,4.2026031495,3.650261021,4.754945278
143,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
144,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
145,55.66470868,56.03887683,clear,clear,clear,55.851792755,55.66470868,56.03887683
146,53.86164428,52.45730938,clear,clear,clear,53.15947683,52.45730938,53.86164428
147,145.2741179,147.9924162,clear,clear,clear,146.63326705,145.2741179,147.9924162
148,62.33037873,61.44625989,clear,clear,clear,61.88831931,61.44625989,62.33037873
149,73.07581652,76.95183225,clear,clear,clear,75.01382438499999,73.07581652,76.95183225
150,60.5387777,60.79804441,clear,clear,clear,60.668411055,60.5387777,60.79804441
151,86.33960236,90.30329667,clear,clear,clear,88.321449515,86.33960236,90.30329667
152,100.5384107,101.1236925,clear,clear,clear,100.8310516,100.5384107,101.1236925
153,59.38138135,66.71043473,clear,clear,clear,63.04590804,59.38138135,66.71043473
154,70.21512883,70.64722193,clear,clear,clear,70.43117538,70.21512883,70.64722193
155,901.3026551,927.3264786,clear,clear,clear,914.31456685,901.3026551,927.3264786
156,,,KA-3,KA-3,fail_both_qc,nan,,
157,,,KA-4,KA-4,fail_both_qc,nan,,
158,,,KA-4,KA-4,fail_both_qc,nan,,
159,1110.598824,1138.116708,clear,clear,clear,1124.357766,1110.598824,1138.116708
160,,,KA-3,KA-3,fail_both_qc,nan,,
161,1005.678389,1023.509139,clear,clear,clear,1014.593764,1005.678389,1023.509139
162,2035.404105,2040.360264,clear,clear,clear,2037.8821845,2035.404105,2040.360264
163,1431.001936,1490.593688,clear,clear,clear,1460.7978119999998,1431.001936,1490.593688
164,,,KA-4,KA-4,fail_both_qc,nan,,
165,,,KA-4,KA-4,fail_both_qc,nan,,
166,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
167,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
168,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
169,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
170,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
171,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
172,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
173,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
174,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
175,4.951040568,5.55354815,clear,clear,clear,5.252294359,4.951040568,5.55354815
176,6.266645183,5.756569412,clear,clear,clear,6.0116072974999994,5.756569412,6.266645183
177,3.186781067,2.356286608,clear,clear,clear,2.7715338375,2.356286608,3.186781067
178,2.636624271,3.234259106,clear,clear,clear,2.9354416885,2.636624271,3.234259106
179,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
180,4.529081979,3.623265583,clear,clear,clear,4.076173781,3.623265583,4.529081979
181,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
182,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
183,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
184,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
185,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
186,3.697223637,2.848371272,clear,clear,clear,3.2727974545,2.848371272,3.697223637
187,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
188,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
189,75.68775878,77.89433651,clear,clear,clear,76.79104764499999,75.68775878,77.89433651
190,75.82057335,,clear,KA-5,clear,75.82057335,75.82057335,75.82057335
191,,,KA-4,KA-4,fail_both_qc,nan,,
192,,,KA-4,KA-4,fail_both_qc,nan,,
193,43.75880554,46.00873363,clear,clear,clear,44.883769584999996,43.75880554,46.00873363
194,35.35869412,35.11706295,clear,clear,clear,35.237878535,35.11706295,35.35869412
195,,,KA-4,KA-4,fail_both_qc,nan,,
196,11.15108433,10.54462185,clear,clear,clear,10.847853090000001,10.54462185,11.15108433
197,8.166464016,6.445432343,clear,clear,clear,7.3059481795000005,6.445432343,8.166464016
198,7.859288129,9.625825368,clear,clear,clear,8.7425567485,7.859288129,9.625825368
199,8.184267227,12.04072822,clear,clear,clear,10.112497723499999,8.184267227,12.04072822
200,10.37885185,4.782412127,clear,clear,clear,7.5806319885,4.782412127,10.37885185
201,7.900623354,8.214555407,clear,clear,clear,8.057589380500001,7.900623354,8.214555407
202,7.652484396,6.160664334,clear,clear,clear,6.906574365,6.160664334,7.652484396
203,6.389133341,7.393140008,clear,clear,clear,6.8911366745,6.389133341,7.393140008
204,1.220796276,1.652770343,clear,clear,clear,1.4367833095,1.220796276,1.652770343
205,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
206,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
207,2.2426586,3.336638404,clear,clear,clear,2.789648502,2.2426586,3.336638404
208,,,KA-4,KA-4,fail_both_qc,nan,,
209,8.466112024,8.536840131,clear,clear,clear,8.5014760775,8.466112024,8.536840131
210,,,KA-4,KA-4,fail_both_qc,nan,,
211,5.297060265,4.971969924,clear,clear,clear,5.134515094499999,4.971969924,5.297060265
212,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
213,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
214,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
215,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
216,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
217,24.11578675,24.24215768,clear,clear,clear,24.178972215,24.11578675,24.24215768
218,44.95084531,46.10698845,clear,clear,clear,45.52891688,44.95084531,46.10698845
219,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
220,7.064396198,5.258698515,clear,clear,clear,6.1615473565,5.258698515,7.064396198
221,5.618404756,4.116934519,clear,clear,clear,4.867669637500001,4.116934519,5.618404756
222,9.221410486,5.30701583,clear,clear,clear,7.2642131580000004,5.30701583,9.221410486
223,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
224,6.326511584,0.0,clear,clear,clear,3.163255792,0.0,6.326511584
225,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
226,0.0,,clear,KA-2,clear,0.0,0.0,0.0
227,22.72937256,23.48315278,clear,clear,clear,23.10626267,22.72937256,23.48315278
228,16.52436063,10.29863321,clear,clear,clear,13.411496920000001,10.29863321,16.52436063
229,22.69448563,18.95800941,clear,clear,clear,20.82624752,18.95800941,22.69448563
230,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
231,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
232,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
233,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
234,474.8171256,411.1916308,clear,clear,clear,443.0043782,411.1916308,474.8171256
235,529.3805501,550.0582158,clear,clear,clear,539.71938295,529.3805501,550.0582158
236,480.4848301,475.7715286,clear,clear,clear,478.12817935,475.7715286,480.4848301
237,576.9044491,596.1887768,clear,clear,clear,586.54661295,576.9044491,596.1887768
238,449.2023961,435.7997199,clear,clear,clear,442.501058,435.7997199,449.2023961
239,563.968317,570.9873457,clear,clear,clear,567.47783135,563.968317,570.9873457
240,440.7369393,446.2544273,clear,clear,clear,443.4956833,440.7369393,446.2544273
241,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
242,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
243,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
244,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
245,7.704752787,0.0,clear,clear,clear,3.8523763935,0.0,7.704752787
246,7.270371728,4.389658402,clear,clear,clear,5.8300150649999996,4.389658402,7.270371728
247,6.893832555,7.218248204,clear,clear,clear,7.056040379500001,6.893832555,7.218248204
248,,0.0,KA-5,clear,clear,0.0,0.0,0.0
249,5.507132965,8.260699446,clear,clear,clear,6.8839162055,5.507132965,8.260699446
250,21.25421208,14.79230551,clear,clear,clear,18.023258795,14.79230551,21.25421208
251,14.46632212,13.298234,clear,clear,clear,13.88227806,13.298234,14.46632212
252,10.8261577,11.01777111,clear,clear,clear,10.921964405,10.8261577,11.01777111
253,,16.87545446,KA-3,clear,clear,16.87545446,16.87545446,16.87545446
254,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
255,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
256,7.264089529,8.024284945,clear,clear,clear,7.644187237,7.264089529,8.024284945
257,6.946567733,6.244894225,clear,clear,clear,6.595730979000001,6.244894225,6.946567733
258,9.870024259,8.685621347,clear,clear,clear,9.277822803,8.685621347,9.870024259
259,,8.137277932,KA-2,clear,clear,8.137277932,8.137277932,8.137277932
260,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
261,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
262,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
263,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
264,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
265,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
266,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
267,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
268,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
269,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
270,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
271,25.22794073,30.77918694,clear,clear,clear,28.003563835,25.22794073,30.77918694
272,18.08512704,14.31083966,clear,clear,clear,16.19798335,14.31083966,18.08512704
273,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
274,10.42712579,8.272760959,clear,clear,clear,9.3499433745,8.272760959,10.42712579
275,9.21521085,4.261579721,clear,clear,clear,6.7383952855,4.261579721,9.21521085
276,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
277,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
278,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
279,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
280,16.06365974,17.09201765,clear,clear,clear,16.577838694999997,16.06365974,17.09201765
281,21.67267251,22.75405325,clear,clear,clear,22.21336288,21.67267251,22.75405325
282,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
283,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
284,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
285,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
286,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
287,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
288,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
289,5.434062465,0.0,clear,clear,clear,2.7170312325,0.0,5.434062465
290,4.498874414,9.624641165,clear,clear,clear,7.0617577895,4.498874414,9.624641165
291,5.4887172,11.09940589,clear,clear,clear,8.294061545,5.4887172,11.09940589
292,12.93844182,13.16744078,clear,clear,clear,13.0529413,12.93844182,13.16744078
293,8.097957364,16.19591473,clear,clear,clear,12.146936047,8.097957364,16.19591473
294,15.19361142,14.92611826,clear,clear,clear,15.05986484,14.92611826,15.19361142
295,11.45001275,5.725006374,clear,clear,clear,8.587509562000001,5.725006374,11.45001275
296,1000.744833,1059.357072,clear,clear,clear,1030.0509525,1000.744833,1059.357072
297,,,KA-4,KA-4,fail_both_qc,nan,,
298,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
299,619.2081382,642.1006363,clear,clear,clear,630.65438725,619.2081382,642.1006363
300,602.8586601,630.2916727,clear,clear,clear,616.5751664,602.8586601,630.2916727
301,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
302,662.2705921,521.7444035,clear,clear,clear,592.0074978,521.7444035,662.2705921
303,395.7504719,405.8765966,clear,clear,clear,400.81353425,395.7504719,405.8765966
304,6.849801822,4.610443534,clear,clear,clear,5.730122678,4.610443534,6.849801822
305,15.77067116,16.75341329,clear,clear,clear,16.262042225000002,15.77067116,16.75341329
306,,,KA-4,KA-4,fail_both_qc,nan,,
307,,,KA-4,KA-4,fail_both_qc,nan,,
308,,,KA-4,KA-4,fail_both_qc,nan,,
309,8.240877062,7.87551798,clear,clear,clear,8.058197521,7.87551798,8.240877062
310,,,KA-4,KA-4,fail_both_qc,nan,,
311,,,KA-4,KA-4,fail_both_qc,nan,,
312,,,KA-4,KA-4,fail_both_qc,nan,,
313,8.358824806,8.935295483,clear,clear,clear,8.6470601445,8.358824806,8.935295483
314,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
315,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
316,11.28185263,12.35331349,clear,clear,clear,11.81758306,11.28185263,12.35331349
317,215.8469405,231.4280614,clear,clear,clear,223.63750095,215.8469405,231.4280614
318,,,KA-4,KA-4,fail_both_qc,nan,,
319,0.0,8.458762555,clear,clear,clear,4.2293812775,0.0,8.458762555
320,4.358358985,8.980860938,clear,clear,clear,6.669609961499999,4.358358985,8.980860938
321,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
322,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
323,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
324,5.180481305,3.100130544,clear,clear,clear,4.1403059245,3.100130544,5.180481305
325,6.767281997,8.328962458,clear,clear,clear,7.5481222275,6.767281997,8.328962458
326,56.26668394,47.79965893,clear,clear,clear,52.033171435,47.79965893,56.26668394
327,56.78989596,60.76518868,clear,clear,clear,58.77754232,56.78989596,60.76518868
328,,,KA-4,KA-4,fail_both_qc,nan,,
329,,,KA-4,KA-4,fail_both_qc,nan,,
330,534.4922807,534.4922807,clear,clear,clear,534.4922807,534.4922807,534.4922807
331,532.2954437,549.9582138,clear,clear,clear,541.12682875,532.2954437,549.9582138
332,95.83718574,97.59777307,clear,clear,clear,96.717479405,95.83718574,97.59777307
333,33.54755674,33.63749657,clear,clear,clear,33.592526655,33.54755674,33.63749657
334,419.3370732,426.917672,clear,clear,clear,423.1273726,419.3370732,426.917672
335,40.59484983,40.99717738,clear,clear,clear,40.796013605,40.59484983,40.99717738
336,25.63806736,24.33940708,clear,clear,clear,24.98873722,24.33940708,25.63806736
337,,,KA-4,KA-4,fail_both_qc,nan,,
338,,,KA-4,KA-4,fail_both_qc,nan,,
339,,,KA-4,KA-4,fail_both_qc,nan,,
340,,,KA-4,KA-4,fail_both_qc,nan,,
341,,,KA-3,KA-3,fail_both_qc,nan,,
342,,,KA-4,KA-4,fail_both_qc,nan,,
343,6.510357012,11.62219289,clear,clear,clear,9.066274951,6.510357012,11.62219289
344,370.9627395,383.0064092,clear,clear,clear,376.98457435,370.9627395,383.0064092
345,392.2791676,391.5990303,clear,clear,clear,391.93909895,391.5990303,392.2791676
346,388.4536593,400.6947468,clear,clear,clear,394.57420305000005,388.4536593,400.6947468
347,20.7768039,21.91772666,clear,clear,clear,21.347265280000002,20.7768039,21.91772666
348,102.0847951,106.9067727,clear,clear,clear,104.49578389999999,102.0847951,106.9067727
